"Time","batt"
2023-08-07 14:09:11,8.24 V
2023-08-07 16:24:12,8.14 V
2023-08-07 16:26:12,8.13 V
2023-08-07 17:50:53,8.17 V
2023-08-07 17:51:53,8.16 V
2023-08-07 17:53:54,8.16 V
2023-08-07 18:46:22,8.25 V
2023-08-07 18:48:23,8.22 V
2023-08-07 18:51:24,8.22 V
2023-08-08 01:28:57,8.25 V
2023-08-08 01:29:03,8.25 V
2023-08-08 01:29:58,8.25 V
2023-08-08 01:30:03,8.25 V
2023-08-08 01:30:58,8.25 V
2023-08-08 01:31:03,8.25 V
2023-08-08 01:31:58,8.25 V
2023-08-08 01:32:04,8.25 V
2023-08-08 01:32:04,8.25 V
2023-08-08 01:32:04,8.25 V
2023-08-08 01:32:58,8.25 V
2023-08-08 01:33:04,8.25 V
2023-08-08 01:34:05,8.22 V
2023-08-08 01:34:57,8.21 V
2023-08-08 01:35:05,8.21 V
2023-08-08 01:35:05,8.21 V
2023-08-08 01:35:05,8.21 V
2023-08-08 01:36:05,8.20 V
2023-08-08 01:36:05,8.20 V
2023-08-08 03:05:49,8.25 V
2023-08-08 03:07:50,8.25 V
2023-08-08 03:08:50,8.25 V
2023-08-08 03:08:50,8.25 V
2023-08-08 03:09:50,8.22 V
2023-08-08 03:11:51,8.20 V
2023-08-08 10:41:56,8.20 V
2023-08-08 10:42:03,8.20 V
2023-08-08 10:43:57,8.21 V
2023-08-08 10:44:04,8.21 V
2023-08-08 10:44:04,8.21 V
2023-08-08 10:45:04,8.20 V
2023-08-08 10:46:58,8.24 V
2023-08-08 10:47:05,8.24 V
2023-08-08 10:48:06,8.21 V
2023-08-08 10:48:06,8.21 V
2023-08-08 12:16:47,8.24 V
2023-08-08 12:17:47,8.21 V
2023-08-08 12:17:47,8.21 V
2023-08-08 12:17:47,8.21 V
2023-08-08 12:18:39,8.21 V
2023-08-08 12:18:48,8.21 V
2023-08-08 12:18:48,8.21 V
2023-08-08 12:18:48,8.21 V
2023-08-08 12:19:48,8.23 V
2023-08-08 12:20:40,8.24 V
2023-08-08 12:20:49,8.24 V
2023-08-08 12:21:49,8.22 V
2023-08-08 13:51:30,8.21 V
2023-08-08 13:53:31,8.23 V
2023-08-08 13:53:31,8.23 V
2023-08-08 13:54:31,8.21 V
2023-08-08 13:54:31,8.21 V
2023-08-08 13:55:32,8.22 V
2023-08-08 13:57:33,8.24 V
2023-08-08 18:34:42,8.21 V
2023-08-08 18:35:42,8.20 V
2023-08-08 23:44:39,8.25 V
2023-08-08 23:45:33,8.25 V
2023-08-08 23:45:39,8.25 V
2023-08-08 23:46:33,8.21 V
2023-08-08 23:46:40,8.21 V
2023-08-08 23:48:34,8.19 V
2023-08-08 23:48:40,8.19 V
2023-08-08 23:49:34,8.19 V
2023-08-08 23:49:41,8.19 V
2023-08-08 23:50:33,8.19 V
2023-08-08 23:50:41,8.19 V
2023-08-09 01:15:22,8.25 V
2023-08-09 01:16:15,8.25 V
2023-08-09 01:16:22,8.25 V
2023-08-09 01:17:16,8.22 V
2023-08-09 01:17:18,8.22 V
2023-08-09 01:17:23,8.22 V
2023-08-09 01:17:23,8.22 V
2023-08-09 01:18:18,8.25 V
2023-08-09 01:18:23,8.25 V
2023-08-09 01:18:24,8.25 V
2023-08-09 01:19:17,8.25 V
2023-08-09 01:19:19,8.25 V
2023-08-09 01:19:24,8.25 V
2023-08-09 01:19:24,8.25 V
2023-08-09 01:19:24,8.25 V
2023-08-09 01:20:17,8.25 V
2023-08-09 01:20:24,8.25 V
2023-08-09 01:20:25,8.25 V
2023-08-09 01:21:24,8.21 V
2023-08-09 01:21:24,8.21 V
2023-08-09 01:21:25,8.21 V
2023-08-09 01:22:17,8.20 V
2023-08-09 01:22:25,8.20 V
2023-08-09 01:22:25,8.20 V
2023-08-09 01:22:26,8.20 V
2023-08-09 01:23:17,8.20 V
2023-08-09 01:23:25,8.20 V
2023-08-09 01:23:25,8.20 V
2023-08-09 01:24:17,8.19 V
2023-08-09 01:24:26,8.19 V
2023-08-09 02:54:09,8.25 V
2023-08-09 02:56:10,8.25 V
2023-08-09 02:56:10,8.25 V
2023-08-09 02:58:10,8.20 V
2023-08-09 02:58:11,8.20 V
2023-08-09 04:30:18,8.25 V
2023-08-09 05:34:49,8.25 V
2023-08-09 05:35:50,8.24 V
2023-08-09 07:07:43,8.25 V
2023-08-09 07:45:00,8.19 V
2023-08-09 07:48:00,8.18 V
2023-08-09 10:31:19,8.22 V
2023-08-09 10:36:21,8.25 V
2023-08-09 10:54:28,8.19 V
2023-08-09 12:00:52,8.22 V
2023-08-09 12:01:00,8.22 V
2023-08-09 12:02:53,8.24 V
2023-08-09 12:03:01,8.24 V
2023-08-09 12:03:53,8.21 V
2023-08-09 12:04:02,8.21 V
2023-08-09 12:04:02,8.21 V
2023-08-09 12:04:54,8.21 V
2023-08-09 12:05:02,8.21 V
2023-08-09 12:05:02,8.21 V
2023-08-09 12:05:02,8.21 V
2023-08-09 12:05:54,8.24 V
2023-08-09 12:06:02,8.24 V
2023-08-09 12:06:02,8.24 V
2023-08-09 12:06:55,8.21 V
2023-08-09 12:07:03,8.21 V
2023-08-09 12:07:03,8.21 V
2023-08-09 12:07:03,8.21 V
2023-08-09 12:07:55,8.23 V
2023-08-09 12:08:03,8.23 V
2023-08-09 13:39:45,8.22 V
2023-08-09 13:40:46,8.24 V
2023-08-09 13:40:46,8.24 V
2023-08-09 13:41:46,8.20 V
2023-08-09 13:43:47,8.24 V
2023-08-09 13:43:47,8.24 V
2023-08-09 23:30:47,8.25 V
2023-08-09 23:30:54,8.25 V
2023-08-09 23:34:49,8.20 V
2023-08-09 23:34:55,8.20 V
2023-08-09 23:35:49,8.19 V
2023-08-09 23:35:56,8.19 V
2023-08-10 01:05:01,8.25 V
2023-08-10 01:05:01,8.25 V
2023-08-10 01:05:01,8.25 V
2023-08-10 01:06:02,8.25 V
2023-08-10 01:07:02,8.25 V
2023-08-10 01:07:54,8.24 V
2023-08-10 01:08:02,8.24 V
2023-08-10 01:08:02,8.24 V
2023-08-10 01:08:02,8.24 V
2023-08-10 01:08:54,8.20 V
2023-08-10 01:09:02,8.20 V
2023-08-10 01:09:02,8.20 V
2023-08-10 01:09:03,8.20 V
2023-08-10 01:10:06,8.19 V
2023-08-10 01:10:14,8.19 V
2023-08-10 01:10:14,8.19 V
2023-08-10 01:11:06,8.19 V
2023-08-10 01:11:14,8.19 V
2023-08-10 01:11:14,8.19 V
2023-08-10 01:11:14,8.19 V
2023-08-10 01:12:15,8.18 V
2023-08-10 02:37:57,8.24 V
2023-08-10 02:38:57,8.25 V
2023-08-10 02:40:49,8.25 V
2023-08-10 02:40:58,8.25 V
2023-08-10 02:41:50,8.25 V
2023-08-10 02:41:58,8.25 V
2023-08-10 02:41:58,8.25 V
2023-08-10 02:41:58,8.25 V
2023-08-10 02:41:58,8.25 V
2023-08-10 02:42:58,8.24 V
2023-08-10 02:42:58,8.24 V
2023-08-10 02:42:59,8.24 V
2023-08-10 02:43:59,8.20 V
2023-08-10 02:43:59,8.20 V
2023-08-10 02:44:59,8.19 V
2023-08-10 02:46:00,8.19 V
2023-08-10 02:46:00,8.19 V
2023-08-10 02:47:00,8.18 V
2023-08-10 02:47:00,8.18 V
2023-08-10 04:16:44,8.25 V
2023-08-10 04:17:44,8.25 V
2023-08-10 10:21:04,8.21 V
2023-08-10 18:50:20,8.16 V
2023-08-10 18:50:26,8.16 V
2023-08-13 11:18:36,8.24 V
2023-08-13 14:24:23,8.21 V
2023-08-13 14:25:20,8.25 V
2023-08-13 22:39:39,8.25 V
2023-08-13 22:39:46,8.25 V
2023-08-14 00:13:23,8.23 V
2023-08-14 00:13:24,8.23 V
2023-08-14 00:13:31,8.23 V
2023-08-14 00:13:31,8.23 V
2023-08-14 00:14:24,8.25 V
2023-08-14 00:14:24,8.25 V
2023-08-14 00:14:31,8.25 V
2023-08-14 00:14:31,8.25 V
2023-08-14 00:14:31,8.25 V
2023-08-14 00:14:32,8.25 V
2023-08-14 00:15:23,8.24 V
2023-08-14 00:15:24,8.24 V
2023-08-14 00:15:32,8.24 V
2023-08-14 00:15:32,8.24 V
2023-08-14 00:15:32,8.24 V
2023-08-14 00:15:32,8.24 V
2023-08-14 00:15:32,8.24 V
2023-08-14 00:16:25,8.20 V
2023-08-14 00:16:25,8.20 V
2023-08-14 00:16:32,8.20 V
2023-08-14 00:16:32,8.20 V
2023-08-14 00:16:32,8.20 V
2023-08-14 00:16:32,8.20 V
2023-08-14 00:17:56,8.19 V
2023-08-14 00:17:57,8.19 V
2023-08-14 00:17:58,8.19 V
2023-08-14 00:18:05,8.19 V
2023-08-14 00:18:05,8.19 V
2023-08-14 00:18:05,8.19 V
2023-08-14 00:19:15,8.18 V
2023-08-14 00:19:16,8.18 V
2023-08-14 00:19:23,8.18 V
2023-08-14 00:19:23,8.18 V
2023-08-14 00:19:24,8.18 V
2023-08-14 00:20:15,8.18 V
2023-08-14 00:20:24,8.18 V
2023-08-14 00:20:24,8.18 V
2023-08-14 00:21:16,8.18 V
2023-08-14 00:21:24,8.18 V
2023-08-14 00:22:16,8.17 V
2023-08-14 00:22:24,8.17 V
2023-08-14 01:45:05,8.25 V
2023-08-14 01:46:06,8.25 V
2023-08-14 01:47:01,8.22 V
2023-08-14 01:47:06,8.22 V
2023-08-14 01:48:06,8.25 V
2023-08-14 01:48:06,8.25 V
2023-08-14 01:48:59,8.26 V
2023-08-14 01:49:07,8.26 V
2023-08-14 01:49:07,8.26 V
2023-08-14 01:49:07,8.26 V
2023-08-14 01:49:59,8.25 V
2023-08-14 01:50:00,8.25 V
2023-08-14 01:50:00,8.25 V
2023-08-14 01:50:07,8.25 V
2023-08-14 01:50:07,8.25 V
2023-08-14 01:50:07,8.25 V
2023-08-14 01:50:07,8.25 V
2023-08-14 01:50:59,8.21 V
2023-08-14 01:51:00,8.21 V
2023-08-14 01:51:01,8.21 V
2023-08-14 01:51:01,8.21 V
2023-08-14 01:51:01,8.21 V
2023-08-14 01:51:01,8.21 V
2023-08-14 01:51:05,8.21 V
2023-08-14 01:51:05,8.21 V
2023-08-14 01:51:07,8.21 V
2023-08-14 01:51:07,8.21 V
2023-08-14 01:51:07,8.21 V
2023-08-14 01:51:07,8.21 V
2023-08-14 01:51:07,8.21 V
2023-08-14 01:51:08,8.21 V
2023-08-14 01:51:08,8.21 V
2023-08-14 01:51:08,8.21 V
2023-08-14 01:52:00,8.19 V
2023-08-14 01:52:01,8.19 V
2023-08-14 01:52:01,8.19 V
2023-08-14 01:52:08,8.19 V
2023-08-14 01:52:08,8.19 V
2023-08-14 01:52:08,8.19 V
2023-08-14 01:52:08,8.19 V
2023-08-14 01:52:08,8.19 V
2023-08-14 01:52:08,8.19 V
2023-08-14 01:52:09,8.19 V
2023-08-14 01:53:08,8.19 V
2023-08-14 01:53:09,8.19 V
2023-08-14 01:54:09,8.18 V
2023-08-14 03:21:53,8.25 V
2023-08-14 03:24:53,8.25 V
2023-08-14 03:24:53,8.25 V
2023-08-14 03:25:54,8.25 V
2023-08-14 03:25:54,8.25 V
2023-08-14 03:26:54,8.19 V
2023-08-14 03:26:54,8.19 V
2023-08-14 09:28:48,8.24 V
2023-08-14 09:28:48,8.24 V
2023-08-14 09:29:41,8.22 V
2023-08-14 09:29:48,8.22 V
2023-08-14 09:31:50,8.25 V
2023-08-14 10:58:46,8.21 V
2023-08-14 10:58:54,8.21 V
2023-08-14 10:58:55,8.21 V
2023-08-14 10:59:55,8.22 V
2023-08-14 11:00:47,8.19 V
2023-08-14 11:00:48,8.19 V
2023-08-14 11:00:55,8.19 V
2023-08-14 11:00:55,8.19 V
2023-08-14 11:00:55,8.19 V
2023-08-14 11:00:55,8.19 V
2023-08-14 11:01:47,8.19 V
2023-08-14 11:01:55,8.19 V
2023-08-14 11:01:56,8.19 V
2023-08-14 11:01:56,8.19 V
2023-08-14 11:02:48,8.22 V
2023-08-14 11:02:48,8.22 V
2023-08-14 11:02:56,8.22 V
2023-08-14 11:02:56,8.22 V
2023-08-14 11:02:56,8.22 V
2023-08-14 11:03:49,8.21 V
2023-08-14 11:03:56,8.21 V
2023-08-14 11:03:56,8.21 V
2023-08-14 11:03:56,8.21 V
2023-08-14 11:03:56,8.21 V
2023-08-14 11:03:57,8.21 V
2023-08-14 11:04:52,8.22 V
2023-08-14 11:04:57,8.22 V
2023-08-14 11:04:57,8.22 V
2023-08-14 11:05:52,8.25 V
2023-08-14 11:05:53,8.25 V
2023-08-14 11:05:57,8.25 V
2023-08-14 11:05:57,8.25 V
2023-08-14 11:05:57,8.25 V
2023-08-14 12:34:30,8.23 V
2023-08-14 12:34:31,8.23 V
2023-08-14 12:34:38,8.23 V
2023-08-14 12:34:38,8.23 V
2023-08-14 12:35:30,8.21 V
2023-08-14 12:35:39,8.21 V
2023-08-14 12:35:39,8.21 V
2023-08-14 12:35:39,8.21 V
2023-08-14 12:36:31,8.22 V
2023-08-14 12:36:32,8.22 V
2023-08-14 12:36:33,8.22 V
2023-08-14 12:36:33,8.22 V
2023-08-14 12:36:37,8.22 V
2023-08-14 12:36:37,8.22 V
2023-08-14 12:36:39,8.22 V
2023-08-14 12:36:39,8.22 V
2023-08-14 12:36:39,8.22 V
2023-08-14 12:36:39,8.22 V
2023-08-14 12:36:39,8.22 V
2023-08-14 12:36:40,8.22 V
2023-08-14 12:37:31,8.24 V
2023-08-14 12:37:32,8.24 V
2023-08-14 12:37:33,8.24 V
2023-08-14 12:37:33,8.24 V
2023-08-14 12:37:37,8.24 V
2023-08-14 12:37:37,8.24 V
2023-08-14 12:37:40,8.24 V
2023-08-14 12:37:40,8.24 V
2023-08-14 12:37:40,8.24 V
2023-08-14 12:37:40,8.24 V
2023-08-14 12:37:40,8.24 V
2023-08-14 12:38:40,8.21 V
2023-08-14 12:38:41,8.21 V
2023-08-14 12:39:32,8.23 V
2023-08-14 12:39:40,8.23 V
2023-08-14 12:39:41,8.23 V
2023-08-14 12:39:41,8.23 V
2023-08-14 12:40:41,8.24 V
2023-08-14 14:09:22,8.22 V
2023-08-14 14:11:23,8.21 V
2023-08-14 14:11:23,8.21 V
2023-08-14 14:12:23,8.24 V
2023-08-15 03:10:54,8.25 V
2023-08-15 03:12:55,8.25 V
2023-08-15 03:13:56,8.20 V
2023-08-15 03:14:56,8.20 V
2023-08-15 03:14:56,8.20 V
2023-08-15 03:16:57,8.18 V
2023-08-15 10:46:16,8.19 V
2023-08-15 10:48:17,8.21 V
2023-08-15 10:48:18,8.21 V
2023-08-15 10:48:25,8.21 V
2023-08-15 10:48:25,8.21 V
2023-08-15 10:49:26,8.20 V
2023-08-15 10:49:26,8.20 V
2023-08-15 10:50:18,8.23 V
2023-08-15 10:50:26,8.23 V
2023-08-15 10:51:20,8.20 V
2023-08-15 10:51:27,8.20 V
2023-08-15 10:51:27,8.20 V
2023-08-15 10:52:20,8.23 V
2023-08-15 10:52:27,8.23 V
2023-08-15 10:53:28,8.23 V
2023-08-15 12:21:09,8.20 V
2023-08-15 12:21:09,8.20 V
2023-08-15 12:22:01,8.22 V
2023-08-15 12:22:01,8.22 V
2023-08-15 12:22:09,8.22 V
2023-08-15 12:22:09,8.22 V
2023-08-15 12:22:09,8.22 V
2023-08-15 12:22:10,8.22 V
2023-08-15 12:23:01,8.19 V
2023-08-15 12:23:02,8.19 V
2023-08-15 12:23:10,8.19 V
2023-08-15 12:23:10,8.19 V
2023-08-15 12:23:10,8.19 V
2023-08-15 12:23:10,8.19 V
2023-08-15 12:24:02,8.22 V
2023-08-15 12:24:10,8.22 V
2023-08-15 12:24:10,8.22 V
2023-08-15 12:25:02,8.22 V
2023-08-15 12:25:02,8.22 V
2023-08-15 12:25:11,8.22 V
2023-08-15 12:25:11,8.22 V
2023-08-15 12:25:11,8.22 V
2023-08-15 12:26:03,8.22 V
2023-08-15 12:26:11,8.22 V
2023-08-15 12:26:11,8.22 V
2023-08-15 12:26:11,8.22 V
2023-08-15 13:55:53,8.20 V
2023-08-15 13:55:53,8.20 V
2023-08-15 13:56:53,8.22 V
2023-08-15 13:57:54,8.22 V
2023-08-15 13:58:54,8.20 V
2023-08-15 13:58:54,8.20 V
2023-08-15 13:59:54,8.23 V
2023-08-15 13:59:54,8.23 V
2023-08-15 21:54:02,8.24 V
2023-08-15 21:55:02,8.22 V
2023-08-15 23:47:18,8.24 V
2023-08-15 23:47:25,8.24 V
2023-08-15 23:48:17,8.25 V
2023-08-15 23:48:18,8.25 V
2023-08-15 23:48:25,8.25 V
2023-08-15 23:48:25,8.25 V
2023-08-15 23:49:17,8.24 V
2023-08-15 23:49:25,8.24 V
2023-08-15 23:49:26,8.24 V
2023-08-15 23:50:17,8.20 V
2023-08-15 23:50:26,8.20 V
2023-08-15 23:50:26,8.20 V
2023-08-15 23:52:18,8.19 V
2023-08-15 23:52:27,8.19 V
2023-08-15 23:53:19,8.19 V
2023-08-15 23:53:27,8.19 V
2023-08-15 23:54:27,8.18 V
2023-08-15 23:55:19,8.18 V
2023-08-15 23:55:28,8.18 V
2023-08-16 01:22:02,8.24 V
2023-08-16 01:22:10,8.24 V
2023-08-16 01:23:02,8.25 V
2023-08-16 01:23:02,8.25 V
2023-08-16 01:23:10,8.25 V
2023-08-16 01:23:11,8.25 V
2023-08-16 01:24:02,8.25 V
2023-08-16 01:24:03,8.25 V
2023-08-16 01:24:11,8.25 V
2023-08-16 01:24:11,8.25 V
2023-08-16 01:25:03,8.20 V
2023-08-16 01:25:03,8.20 V
2023-08-16 01:25:11,8.20 V
2023-08-16 01:25:11,8.20 V
2023-08-16 01:26:03,8.19 V
2023-08-16 01:26:03,8.19 V
2023-08-16 01:26:11,8.19 V
2023-08-16 01:26:12,8.19 V
2023-08-16 01:26:12,8.19 V
2023-08-16 01:26:12,8.19 V
2023-08-16 01:27:04,8.19 V
2023-08-16 01:27:12,8.19 V
2023-08-16 01:27:12,8.19 V
2023-08-16 01:27:13,8.19 V
2023-08-16 01:28:04,8.19 V
2023-08-16 01:28:04,8.19 V
2023-08-16 01:28:12,8.19 V
2023-08-16 01:28:13,8.19 V
2023-08-16 01:28:13,8.19 V
2023-08-16 02:57:56,8.25 V
2023-08-16 02:58:56,8.24 V
2023-08-16 02:58:56,8.24 V
2023-08-16 02:58:56,8.24 V
2023-08-16 02:59:57,8.21 V
2023-08-16 02:59:57,8.21 V
2023-08-16 03:00:57,8.20 V
2023-08-16 03:00:57,8.20 V
2023-08-16 03:01:57,8.19 V
2023-08-16 03:01:57,8.19 V
2023-08-16 03:02:58,8.19 V
2023-08-16 03:03:58,8.18 V
2023-08-16 03:03:58,8.18 V
2023-08-16 10:34:14,8.19 V
2023-08-16 12:05:49,8.25 V
2023-08-16 12:05:57,8.25 V
2023-08-16 12:06:49,8.20 V
2023-08-16 12:06:57,8.20 V
2023-08-16 12:06:57,8.20 V
2023-08-16 12:07:49,8.23 V
2023-08-16 12:07:50,8.23 V
2023-08-16 12:07:58,8.23 V
2023-08-16 12:07:58,8.23 V
2023-08-16 12:07:58,8.23 V
2023-08-16 12:08:50,8.20 V
2023-08-16 12:08:58,8.20 V
2023-08-16 12:08:58,8.20 V
2023-08-16 12:08:58,8.20 V
2023-08-16 12:09:50,8.21 V
2023-08-16 12:09:51,8.21 V
2023-08-16 12:09:59,8.21 V
2023-08-16 12:09:59,8.21 V
2023-08-16 12:09:59,8.21 V
2023-08-16 12:10:51,8.22 V
2023-08-16 12:10:51,8.22 V
2023-08-16 12:10:52,8.22 V
2023-08-16 12:10:59,8.22 V
2023-08-16 12:10:59,8.22 V
2023-08-16 12:10:59,8.22 V
2023-08-16 12:10:59,8.22 V
2023-08-16 12:10:59,8.22 V
2023-08-16 12:11:51,8.20 V
2023-08-16 12:11:52,8.20 V
2023-08-16 12:11:59,8.20 V
2023-08-16 12:11:59,8.20 V
2023-08-16 12:11:59,8.20 V
2023-08-16 12:12:00,8.20 V
2023-08-16 12:12:53,8.24 V
2023-08-16 12:13:00,8.24 V
2023-08-16 12:13:00,8.24 V
2023-08-16 12:13:00,8.24 V
2023-08-16 12:14:00,8.21 V
2023-08-16 12:15:01,8.25 V
2023-08-16 13:42:11,8.24 V
2023-08-16 13:43:12,8.20 V
2023-08-16 13:44:12,8.23 V
2023-08-16 13:44:12,8.23 V
2023-08-16 13:45:13,8.21 V
2023-08-16 13:45:13,8.21 V
2023-08-16 13:46:13,8.22 V
2023-08-16 13:46:13,8.22 V
2023-08-16 13:47:13,8.23 V
2023-08-16 13:48:14,8.08 V
2023-08-16 13:49:14,8.25 V
2023-08-16 18:28:26,8.23 V
2023-08-16 23:35:07,8.25 V
2023-08-16 23:35:14,8.25 V
2023-08-16 23:35:15,8.25 V
2023-08-16 23:36:08,8.24 V
2023-08-16 23:36:15,8.24 V
2023-08-16 23:36:15,8.24 V
2023-08-16 23:36:15,8.24 V
2023-08-16 23:37:16,8.20 V
2023-08-16 23:38:16,8.19 V
2023-08-16 23:38:16,8.19 V
2023-08-16 23:39:08,8.19 V
2023-08-16 23:39:16,8.19 V
2023-08-16 23:39:17,8.19 V
2023-08-16 23:40:08,8.19 V
2023-08-16 23:40:16,8.19 V
2023-08-16 23:40:17,8.19 V
2023-08-16 23:41:17,8.18 V
2023-08-16 23:42:17,8.18 V
2023-08-17 01:10:33,8.25 V
2023-08-17 01:10:42,8.25 V
2023-08-17 01:10:42,8.25 V
2023-08-17 01:16:17,8.18 V
2023-08-17 02:44:00,8.23 V
2023-08-17 02:46:01,8.23 V
2023-08-17 02:47:01,8.21 V
2023-08-17 02:47:01,8.21 V
2023-08-17 02:48:02,8.20 V
2023-08-17 02:48:02,8.20 V
2023-08-17 02:49:02,8.19 V
2023-08-17 02:50:02,8.19 V
2023-08-17 02:51:03,8.18 V
2023-08-17 02:51:03,8.18 V
2023-08-17 04:19:09,8.24 V
2023-08-17 13:30:57,8.21 V
2023-08-17 13:30:57,8.21 V
2023-08-18 04:07:28,8.25 V
2023-08-18 04:08:28,8.25 V
2023-08-18 04:09:28,8.20 V
2023-08-18 07:21:00,8.19 V
2023-08-18 07:23:01,8.19 V
2023-08-18 07:24:01,8.18 V
2023-08-18 10:09:12,8.20 V
2023-08-18 10:09:21,8.20 V
2023-08-18 10:11:22,8.20 V
2023-08-18 11:39:55,8.22 V
2023-08-18 11:40:04,8.22 V
2023-08-18 11:40:04,8.22 V
2023-08-18 11:41:04,8.21 V
2023-08-18 11:41:04,8.21 V
2023-08-18 11:41:56,8.21 V
2023-08-18 11:41:57,8.21 V
2023-08-18 11:42:05,8.21 V
2023-08-18 11:42:05,8.21 V
2023-08-18 11:42:57,8.21 V
2023-08-18 11:42:58,8.21 V
2023-08-18 11:43:05,8.21 V
2023-08-18 11:43:05,8.21 V
2023-08-18 11:43:05,8.21 V
2023-08-18 11:43:57,8.22 V
2023-08-18 11:43:58,8.22 V
2023-08-18 11:44:05,8.22 V
2023-08-18 11:44:05,8.22 V
2023-08-18 11:44:06,8.22 V
2023-08-18 11:44:58,8.22 V
2023-08-18 11:44:59,8.22 V
2023-08-18 11:45:06,8.22 V
2023-08-18 11:45:06,8.22 V
2023-08-18 11:45:06,8.22 V
2023-08-18 11:45:58,8.23 V
2023-08-18 11:45:59,8.23 V
2023-08-18 11:46:06,8.23 V
2023-08-18 11:46:06,8.23 V
2023-08-18 11:47:07,8.22 V
2023-08-18 11:47:59,8.24 V
2023-08-18 11:48:07,8.24 V
2023-08-18 11:48:07,8.24 V
2023-08-18 13:17:19,8.22 V
2023-08-18 13:17:19,8.22 V
2023-08-18 13:18:19,8.24 V
2023-08-18 13:18:19,8.24 V
2023-08-18 13:18:19,8.24 V
2023-08-18 13:19:20,8.23 V
2023-08-18 13:19:20,8.23 V
2023-08-18 13:20:20,8.25 V
2023-08-18 13:20:20,8.25 V
2023-08-18 13:20:20,8.25 V
2023-08-18 13:21:21,8.25 V
2023-08-18 13:21:21,8.25 V
2023-08-18 13:22:21,8.24 V
2023-08-18 13:22:21,8.24 V
2023-08-18 13:23:21,8.25 V
2023-08-18 13:23:21,8.25 V
2023-08-18 14:54:03,8.22 V
2023-08-18 14:55:04,8.21 V
2023-08-18 14:56:04,8.24 V
2023-08-18 17:53:28,8.24 V
2023-08-18 18:03:33,8.22 V
2023-08-18 18:04:33,8.25 V
2023-08-18 18:05:34,8.23 V
2023-08-18 23:10:12,8.21 V
2023-08-18 23:10:12,8.21 V
2023-08-18 23:10:19,8.21 V
2023-08-18 23:10:19,8.21 V
2023-08-18 23:11:13,8.20 V
2023-08-18 23:11:20,8.20 V
2023-08-18 23:12:20,8.19 V
2023-08-18 23:13:14,8.19 V
2023-08-18 23:13:21,8.19 V
2023-08-19 00:42:56,8.23 V
2023-08-19 00:43:03,8.23 V
2023-08-19 00:43:56,8.25 V
2023-08-19 00:44:03,8.25 V
2023-08-19 00:45:04,8.24 V
2023-08-19 00:45:56,8.20 V
2023-08-19 00:45:58,8.20 V
2023-08-19 00:46:04,8.20 V
2023-08-19 00:46:04,8.20 V
2023-08-19 00:46:04,8.20 V
2023-08-19 00:46:56,8.19 V
2023-08-19 00:46:57,8.19 V
2023-08-19 00:47:05,8.19 V
2023-08-19 00:47:05,8.19 V
2023-08-19 00:47:05,8.19 V
2023-08-19 00:47:05,8.19 V
2023-08-19 00:47:57,8.19 V
2023-08-19 00:47:57,8.19 V
2023-08-19 00:48:05,8.19 V
2023-08-19 00:48:05,8.19 V
2023-08-19 00:48:05,8.19 V
2023-08-19 00:48:57,8.19 V
2023-08-19 00:49:05,8.19 V
2023-08-19 00:49:05,8.19 V
2023-08-19 00:49:05,8.19 V
2023-08-19 00:49:05,8.19 V
2023-08-19 00:49:57,8.18 V
2023-08-19 00:50:06,8.18 V
2023-08-19 00:50:06,8.18 V
2023-08-19 00:50:58,8.18 V
2023-08-19 00:51:06,8.18 V
2023-08-19 02:18:40,8.25 V
2023-08-19 02:18:49,8.25 V
2023-08-19 02:18:49,8.25 V
2023-08-19 02:18:49,8.25 V
2023-08-19 02:19:41,8.25 V
2023-08-19 02:19:42,8.25 V
2023-08-19 02:19:49,8.25 V
2023-08-19 02:19:49,8.25 V
2023-08-19 02:19:49,8.25 V
2023-08-19 02:19:49,8.25 V
2023-08-19 02:20:41,8.20 V
2023-08-19 02:20:42,8.20 V
2023-08-19 02:20:42,8.20 V
2023-08-19 02:20:49,8.20 V
2023-08-19 02:20:49,8.20 V
2023-08-19 02:20:49,8.20 V
2023-08-19 02:20:49,8.20 V
2023-08-19 02:20:49,8.20 V
2023-08-19 02:20:50,8.20 V
2023-08-19 02:21:50,8.20 V
2023-08-19 02:21:50,8.20 V
2023-08-19 02:22:50,8.19 V
2023-08-19 02:22:50,8.19 V
2023-08-19 02:23:50,8.19 V
2023-08-19 02:23:51,8.19 V
2023-08-19 02:24:51,8.18 V
2023-08-19 03:54:34,8.25 V
2023-08-19 03:54:34,8.25 V
2023-08-19 03:55:35,8.21 V
2023-08-19 03:55:35,8.21 V
2023-08-19 03:56:35,8.20 V
2023-08-19 05:45:32,8.15 V
2023-08-19 05:46:32,8.14 V
2023-08-19 07:07:12,8.19 V
2023-08-19 07:08:12,8.19 V
2023-08-19 09:56:24,8.19 V
2023-08-19 09:56:33,8.19 V
2023-08-19 11:26:15,8.23 V
2023-08-19 11:29:08,8.19 V
2023-08-19 11:29:08,8.19 V
2023-08-19 11:29:16,8.19 V
2023-08-19 11:29:16,8.19 V
2023-08-19 11:30:17,8.20 V
2023-08-19 11:31:09,8.19 V
2023-08-19 11:31:09,8.19 V
2023-08-19 11:31:17,8.19 V
2023-08-19 11:31:17,8.19 V
2023-08-19 11:32:09,8.21 V
2023-08-19 11:32:17,8.21 V
2023-08-19 11:32:18,8.21 V
2023-08-19 11:33:10,8.20 V
