Time,"tlm_mb_slot_0_current, mA, where 0 is 117, 1 is , 2 is 3.277, 3 is A, 4 is 96, 5 is 97, 6 is 115, 7 is 116, 8 is 105, 9 is 92, 10 is 106, 11 is 104, 12 is 98, 13 is 94, 14 is 93, 15 is 109, 16 is 91, 17 is 95, 18 is 99, 19 is 103, 20 is 101, 21 is 592, 22 is 1.083, 23 is 110, 24 is 100, 25 is 102, 26 is 107, 27 is 108, 28 is 90, 29 is 111"
2023-10-17 03:00:00,15 1
2023-10-17 03:00:00,15 1
2023-10-17 03:00:00,15 1
2023-10-17 03:00:00,14 1
2023-10-17 03:00:00,9 1
2023-10-17 03:00:00,17 1
2023-10-17 03:00:00,4 1
2023-10-17 03:00:00,4 1
2023-10-18 03:00:00,2 3
2023-10-18 03:00:00,27 1
2023-10-18 03:00:00,13 1
2023-10-18 03:00:00,13 1
2023-10-18 03:00:00,23 1
2023-10-18 03:00:00,15 1
2023-10-18 03:00:00,17 1
2023-10-18 03:00:00,17 1
2023-10-18 03:00:00,17 1
2023-10-18 03:00:00,17 1
2023-10-18 03:00:00,17 1
2023-10-19 03:00:00,9 1
2023-10-19 03:00:00,2 3
2023-10-19 03:00:00,27 1
2023-10-19 03:00:00,27 1
2023-10-19 03:00:00,5 1
2023-10-19 03:00:00,15 1
2023-10-19 03:00:00,14 1
2023-10-19 03:00:00,15 1
2023-10-19 03:00:00,13 1
2023-10-19 03:00:00,13 1
2023-10-19 03:00:00,17 1
2023-10-19 03:00:00,27 1
2023-10-19 03:00:00,4 1
2023-10-20 03:00:00,15 1
2023-10-20 03:00:00,2 3
2023-10-20 03:00:00,4 1
2023-10-20 03:00:00,4 1
2023-10-20 03:00:00,27 1
2023-10-20 03:00:00,23 1
2023-10-20 03:00:00,4 1
2023-10-20 03:00:00,4 1
2023-10-21 03:00:00,16 1
2023-10-21 03:00:00,2 3
2023-10-21 03:00:00,17 1
2023-10-21 03:00:00,27 1
2023-10-21 03:00:00,15 1
2023-10-21 03:00:00,13 1
2023-10-21 03:00:00,4 1
2023-10-21 03:00:00,9 1
2023-10-21 03:00:00,9 1
2023-10-21 03:00:00,4 1
2023-10-21 03:00:00,13 1
2023-10-21 03:00:00,13 1
2023-10-22 03:00:00,15 1
2023-10-22 03:00:00,2 3
2023-10-22 03:00:00,13 1
2023-10-22 03:00:00,14 1
2023-10-22 03:00:00,13 1
2023-10-22 03:00:00,15 1
2023-10-22 03:00:00,13 1
2023-10-22 03:00:00,14 1
2023-10-22 03:00:00,13 1
2023-10-23 03:00:00,2 3
2023-10-23 03:00:00,14 1
2023-10-23 03:00:00,28 1
2023-10-23 03:00:00,14 1
2023-10-23 03:00:00,13 1
2023-10-23 03:00:00,13 1
2023-10-23 03:00:00,16 1
2023-10-23 03:00:00,13 1
2023-10-23 03:00:00,17 1
2023-10-23 03:00:00,15 1
2023-10-23 03:00:00,15 1
2023-10-23 03:00:00,9 1
2023-10-23 03:00:00,14 1
2023-10-24 03:00:00,2 3
2023-10-24 03:00:00,14 1
2023-10-24 03:00:00,4 1
2023-10-24 03:00:00,16 1
2023-10-24 03:00:00,5 1
2023-10-24 03:00:00,13 1
2023-10-24 03:00:00,14 1
2023-10-24 03:00:00,9 1
2023-10-24 03:00:00,14 1
2023-10-24 03:00:00,13 1
2023-10-24 03:00:00,17 1
2023-10-24 03:00:00,4 1
2023-10-24 03:00:00,9 1
2023-10-24 03:00:00,13 1
2023-10-24 03:00:00,27 1
2023-10-24 03:00:00,15 1
2023-10-24 03:00:00,15 1
2023-10-24 03:00:00,13 1
2023-10-24 03:00:00,9 1
2023-10-24 03:00:00,17 1
2023-10-24 03:00:00,5 1
2023-10-24 03:00:00,13 1
2023-10-25 03:00:00,2 3
2023-10-25 03:00:00,27 1
2023-10-25 03:00:00,27 1
2023-10-25 03:00:00,17 1
2023-10-25 03:00:00,14 1
2023-10-25 03:00:00,13 1
2023-10-25 03:00:00,15 1
2023-10-25 03:00:00,15 1
2023-10-25 03:00:00,15 1
2023-10-25 03:00:00,13 1
2023-10-25 03:00:00,14 1
2023-10-25 03:00:00,28 1
2023-10-25 03:00:00,13 1
2023-10-25 03:00:00,13 1
2023-10-25 03:00:00,4 1
2023-10-25 03:00:00,14 1
2023-10-25 03:00:00,9 1
2023-10-25 03:00:00,17 1
2023-10-25 03:00:00,15 1
2023-10-25 03:00:00,23 1
2023-10-25 03:00:00,27 1
2023-10-25 03:00:00,27 1
2023-10-25 03:00:00,4 1
2023-10-25 03:00:00,13 1
2023-10-26 03:00:00,2 3
2023-10-26 03:00:00,15 1
2023-10-26 03:00:00,17 1
2023-10-26 03:00:00,14 1
2023-10-26 03:00:00,13 1
2023-10-26 03:00:00,9 1
2023-10-26 03:00:00,27 1
2023-10-26 03:00:00,27 1
2023-10-26 03:00:00,27 1
2023-10-26 03:00:00,27 1
2023-10-26 03:00:00,13 1
2023-10-26 03:00:00,17 1
2023-10-27 03:00:00,13 1
2023-10-27 03:00:00,4 1
2023-10-27 03:00:00,2 3
2023-10-27 03:00:00,16 1
2023-10-27 03:00:00,13 1
2023-10-27 03:00:00,4 1
2023-10-27 03:00:00,17 1
2023-10-27 03:00:00,13 1
2023-10-27 03:00:00,13 1
2023-10-27 03:00:00,5 1
2023-10-27 03:00:00,15 1
2023-10-27 03:00:00,14 1
2023-10-27 03:00:00,27 1
2023-10-27 03:00:00,13 1
2023-10-28 03:00:00,2 3
2023-10-28 03:00:00,17 1
2023-10-28 03:00:00,17 1
2023-10-28 03:00:00,14 1
2023-10-28 03:00:00,16 1
2023-10-28 03:00:00,14 1
2023-10-28 03:00:00,9 1
2023-10-28 03:00:00,14 1
2023-10-28 03:00:00,4 1
2023-10-28 03:00:00,17 1
2023-10-28 03:00:00,9 1
2023-10-28 03:00:00,9 1
2023-10-28 03:00:00,15 1
2023-10-28 03:00:00,23 1
2023-10-28 03:00:00,29 1
2023-10-28 03:00:00,27 1
2023-10-28 03:00:00,13 1
2023-10-29 03:00:00,17 1
2023-10-29 03:00:00,17 1
2023-10-29 03:00:00,2 3
2023-10-29 03:00:00,15 1
2023-10-29 03:00:00,23 1
2023-10-29 03:00:00,13 1
2023-10-29 03:00:00,4 1
2023-10-29 03:00:00,15 1
2023-10-29 03:00:00,15 1
2023-10-29 03:00:00,14 1
2023-10-30 03:00:00,17 1
2023-10-30 03:00:00,2 3
2023-10-30 03:00:00,17 1
2023-10-30 03:00:00,17 1
2023-10-30 03:00:00,17 1
2023-10-30 03:00:00,15 1
2023-10-31 03:00:00,2 3
2023-10-31 03:00:00,12 1
2023-10-31 03:00:00,5 1
2023-10-31 03:00:00,4 1
2023-10-31 03:00:00,17 1
2023-10-31 03:00:00,17 1
2023-10-31 03:00:00,15 1
2023-10-31 03:00:00,9 1
2023-10-31 03:00:00,9 1
2023-10-31 03:00:00,14 1
2023-10-31 03:00:00,14 1
2023-10-31 03:00:00,9 1
2023-10-31 03:00:00,9 1
2023-10-31 03:00:00,15 1
2023-10-31 03:00:00,15 1
2023-10-31 03:00:00,23 1
2023-10-31 03:00:00,15 1
2023-10-31 03:00:00,13 1
2023-11-01 03:00:00,14 1
2023-11-01 03:00:00,2 3
2023-11-01 03:00:00,9 1
2023-11-01 03:00:00,13 1
2023-11-01 03:00:00,15 1
2023-11-01 03:00:00,4 1
2023-11-01 03:00:00,13 1
2023-11-01 03:00:00,15 1
2023-11-01 03:00:00,15 1
2023-11-01 03:00:00,27 1
2023-11-01 03:00:00,27 1
2023-11-01 03:00:00,27 1
2023-11-01 03:00:00,15 1
2023-11-01 03:00:00,12 1
2023-11-02 03:00:00,2 3
2023-11-02 03:00:00,14 1
2023-11-02 03:00:00,14 1
2023-11-02 03:00:00,15 1
2023-11-02 03:00:00,23 1
2023-11-02 03:00:00,15 1
2023-11-02 03:00:00,27 1
2023-11-02 03:00:00,27 1
2023-11-03 03:00:00,14 1
2023-11-03 03:00:00,14 1
2023-11-03 03:00:00,9 1
2023-11-03 03:00:00,17 1
2023-11-03 03:00:00,17 1
2023-11-03 03:00:00,15 1
2023-11-03 03:00:00,2 3
2023-11-03 03:00:00,15 1
2023-11-03 03:00:00,27 1
2023-11-03 03:00:00,9 1
2023-11-03 03:00:00,14 1
2023-11-03 03:00:00,15 1
2023-11-03 03:00:00,15 1
2023-11-03 03:00:00,17 1
2023-11-04 03:00:00,13 1
2023-11-04 03:00:00,16 1
2023-11-04 03:00:00,14 1
2023-11-04 03:00:00,17 1
2023-11-04 03:00:00,17 1
2023-11-04 03:00:00,2 3
2023-11-04 03:00:00,27 1
2023-11-04 03:00:00,15 1
2023-11-04 03:00:00,23 1
2023-11-04 03:00:00,27 1
2023-11-04 03:00:00,13 1
2023-11-04 03:00:00,4 1
2023-11-04 03:00:00,14 1
2023-11-04 03:00:00,14 1
2023-11-04 03:00:00,9 1
2023-11-04 03:00:00,14 1
2023-11-04 03:00:00,14 1
2023-11-04 03:00:00,15 1
2023-11-04 03:00:00,14 1
2023-11-04 03:00:00,9 1
2023-11-04 03:00:00,4 1
2023-11-04 03:00:00,5 1
2023-11-05 03:00:00,17 1
2023-11-05 03:00:00,5 1
2023-11-05 03:00:00,2 3
2023-11-05 03:00:00,4 1
2023-11-05 03:00:00,4 1
2023-11-05 03:00:00,14 1
2023-11-05 03:00:00,9 1
2023-11-05 03:00:00,9 1
2023-11-05 03:00:00,9 1
2023-11-05 03:00:00,16 1
2023-11-05 03:00:00,13 1
2023-11-05 03:00:00,14 1
2023-11-05 03:00:00,9 1
2023-11-05 03:00:00,9 1
2023-11-05 03:00:00,15 1
2023-11-05 03:00:00,15 1
2023-11-05 03:00:00,27 1
2023-11-05 03:00:00,17 1
2023-11-05 03:00:00,15 1
2023-11-05 03:00:00,27 1
2023-11-05 03:00:00,5 1
2023-11-05 03:00:00,13 1
2023-11-06 03:00:00,2 3
2023-11-06 03:00:00,14 1
2023-11-06 03:00:00,5 1
2023-11-06 03:00:00,4 1
2023-11-06 03:00:00,15 1
2023-11-06 03:00:00,15 1
2023-11-06 03:00:00,15 1
2023-11-06 03:00:00,28 1
2023-11-06 03:00:00,14 1
2023-11-06 03:00:00,14 1
2023-11-06 03:00:00,14 1
2023-11-06 03:00:00,4 1
2023-11-06 03:00:00,14 1
2023-11-06 03:00:00,9 1
2023-11-06 03:00:00,15 1
2023-11-06 03:00:00,27 1
2023-11-06 03:00:00,16 1
2023-11-06 03:00:00,15 1
2023-11-06 03:00:00,17 1
2023-11-07 03:00:00,2 3
2023-11-07 03:00:00,17 1
2023-11-07 03:00:00,17 1
2023-11-07 03:00:00,15 1
2023-11-07 03:00:00,27 1
2023-11-07 03:00:00,4 1
2023-11-07 03:00:00,13 1
2023-11-07 03:00:00,13 1
2023-11-07 03:00:00,4 1
2023-11-07 03:00:00,14 1
2023-11-07 03:00:00,14 1
2023-11-07 03:00:00,9 1
2023-11-07 03:00:00,5 1
2023-11-07 03:00:00,13 1
2023-11-07 03:00:00,9 1
2023-11-07 03:00:00,15 1
2023-11-07 03:00:00,23 1
2023-11-07 03:00:00,23 1
2023-11-07 03:00:00,27 1
2023-11-07 03:00:00,15 1
2023-11-07 03:00:00,23 1
2023-11-07 03:00:00,15 1
2023-11-07 03:00:00,15 1
2023-11-07 03:00:00,4 1
2023-11-08 03:00:00,9 1
2023-11-08 03:00:00,12 1
2023-11-08 03:00:00,2 3
2023-11-08 03:00:00,14 1
2023-11-08 03:00:00,14 1
2023-11-08 03:00:00,9 1
2023-11-08 03:00:00,13 1
2023-11-08 03:00:00,16 1
2023-11-08 03:00:00,9 1
2023-11-08 03:00:00,15 1
2023-11-08 03:00:00,27 1
2023-11-08 03:00:00,15 1
2023-11-09 03:00:00,13 1
2023-11-09 03:00:00,17 1
2023-11-09 03:00:00,12 1
2023-11-09 03:00:00,13 1
2023-11-09 03:00:00,2 3
2023-11-09 03:00:00,27 1
2023-11-09 03:00:00,12 1
2023-11-09 03:00:00,27 1
2023-11-09 03:00:00,15 1
2023-11-09 03:00:00,15 1
2023-11-09 03:00:00,13 1
2023-11-10 03:00:00,9 1
2023-11-10 03:00:00,14 1
2023-11-10 03:00:00,13 1
2023-11-10 03:00:00,15 1
2023-11-10 03:00:00,2 3
2023-11-10 03:00:00,17 1
2023-11-10 03:00:00,17 1
2023-11-10 03:00:00,14 1
2023-11-10 03:00:00,9 1
2023-11-10 03:00:00,9 1
2023-11-10 03:00:00,14 1
2023-11-10 03:00:00,15 1
2023-11-10 03:00:00,14 1
2023-11-10 03:00:00,14 1
2023-11-11 03:00:00,14 1
2023-11-11 03:00:00,14 1
2023-11-11 03:00:00,13 1
2023-11-11 03:00:00,13 1
2023-11-11 03:00:00,2 3
2023-11-11 03:00:00,15 1
2023-11-11 03:00:00,15 1
2023-11-11 03:00:00,15 1
2023-11-11 03:00:00,14 1
2023-11-11 03:00:00,17 1
2023-11-11 03:00:00,14 1
2023-11-11 03:00:00,27 1
2023-11-11 03:00:00,15 1
2023-11-11 03:00:00,13 1
2023-11-12 03:00:00,5 1
2023-11-12 03:00:00,15 1
2023-11-12 03:00:00,2 3
2023-11-12 03:00:00,15 1
2023-11-12 03:00:00,16 1
2023-11-12 03:00:00,15 1
2023-11-12 03:00:00,15 1
2023-11-12 03:00:00,5 1
2023-11-12 03:00:00,14 1
2023-11-12 03:00:00,4 1
2023-11-12 03:00:00,13 1
2023-11-12 03:00:00,15 1
2023-11-12 03:00:00,27 1
2023-11-12 03:00:00,14 1
2023-11-12 03:00:00,5 1
2023-11-13 03:00:00,2 3
2023-11-13 03:00:00,14 1
2023-11-13 03:00:00,15 1
2023-11-13 03:00:00,15 1
2023-11-13 03:00:00,9 1
2023-11-13 03:00:00,14 1
2023-11-13 03:00:00,13 1
2023-11-13 03:00:00,27 1
2023-11-13 03:00:00,27 1
2023-11-13 03:00:00,27 1
2023-11-13 03:00:00,27 1
2023-11-14 03:00:00,2 3
2023-11-14 03:00:00,14 1
2023-11-14 03:00:00,13 1
2023-11-14 03:00:00,27 1
2023-11-14 03:00:00,14 1
2023-11-14 03:00:00,23 1
2023-11-14 03:00:00,27 1
2023-11-14 03:00:00,27 1
2023-11-14 03:00:00,27 1
2023-11-15 03:00:00,14 1
2023-11-15 03:00:00,4 1
2023-11-15 03:00:00,14 1
2023-11-15 03:00:00,5 1
2023-11-15 03:00:00,2 3
2023-11-15 03:00:00,15 1
2023-11-15 03:00:00,15 1
2023-11-15 03:00:00,16 1
2023-11-15 03:00:00,14 1
2023-11-15 03:00:00,15 1
2023-11-15 03:00:00,13 1
2023-11-15 03:00:00,17 1
2023-11-15 03:00:00,4 1
2023-11-15 03:00:00,14 1
2023-11-15 03:00:00,17 1
2023-11-16 03:00:00,13 1
2023-11-16 03:00:00,14 1
2023-11-16 03:00:00,2 3
2023-11-16 03:00:00,14 1
2023-11-16 03:00:00,15 1
2023-11-16 03:00:00,15 1
2023-11-16 03:00:00,15 1
2023-11-16 03:00:00,17 1
2023-11-16 03:00:00,9 1
2023-11-16 03:00:00,4 1
2023-11-16 03:00:00,18 1
2023-11-16 03:00:00,17 1
2023-11-16 03:00:00,23 1
2023-11-16 03:00:00,4 1
2023-11-17 03:00:00,2 3
2023-11-17 03:00:00,14 1
2023-11-17 03:00:00,15 1
2023-11-17 03:00:00,15 1
2023-11-17 03:00:00,23 1
2023-11-17 03:00:00,15 1
2023-11-17 03:00:00,13 1
2023-11-17 03:00:00,9 1
2023-11-17 03:00:00,14 1
2023-11-17 03:00:00,4 1
2023-11-17 03:00:00,13 1
2023-11-17 03:00:00,15 1
2023-11-17 03:00:00,13 1
2023-11-18 03:00:00,15 1
2023-11-18 03:00:00,15 1
2023-11-18 03:00:00,2 3
2023-11-18 03:00:00,17 1
2023-11-18 03:00:00,17 1
2023-11-18 03:00:00,15 1
2023-11-18 03:00:00,17 1
2023-11-18 03:00:00,27 1
2023-11-18 03:00:00,14 1
2023-11-18 03:00:00,4 1
2023-11-18 03:00:00,17 1
2023-11-18 03:00:00,5 1
2023-11-18 03:00:00,15 1
2023-11-18 03:00:00,27 1
2023-11-19 03:00:00,27 1
2023-11-19 03:00:00,27 1
2023-11-19 03:00:00,2 3
2023-11-19 03:00:00,17 1
2023-11-19 03:00:00,4 1
2023-11-19 03:00:00,15 1
2023-11-19 03:00:00,14 1
2023-11-19 03:00:00,15 1
2023-11-19 03:00:00,27 1
2023-11-19 03:00:00,15 1
2023-11-19 03:00:00,4 1
2023-11-19 03:00:00,4 1
2023-11-20 03:00:00,15 1
2023-11-20 03:00:00,2 3
2023-11-20 03:00:00,27 1
2023-11-20 03:00:00,14 1
2023-11-20 03:00:00,16 1
2023-11-20 03:00:00,14 1
2023-11-20 03:00:00,14 1
2023-11-20 03:00:00,9 1
2023-11-20 03:00:00,13 1
2023-11-20 03:00:00,27 1
2023-11-20 03:00:00,15 1
2023-11-20 03:00:00,27 1
2023-11-20 03:00:00,17 1
2023-11-20 03:00:00,17 1
2023-11-20 03:00:00,17 1
2023-11-20 03:00:00,13 1
2023-11-20 03:00:00,4 1
2023-11-20 03:00:00,13 1
2023-11-20 03:00:00,13 1
2023-11-21 03:00:00,15 1
2023-11-21 03:00:00,4 1
2023-11-21 03:00:00,9 1
2023-11-21 03:00:00,14 1
2023-11-21 03:00:00,2 3
2023-11-21 03:00:00,27 1
2023-11-21 03:00:00,15 1
2023-11-21 03:00:00,4 1
2023-11-21 03:00:00,4 1
2023-11-21 03:00:00,16 1
2023-11-21 03:00:00,14 1
2023-11-21 03:00:00,14 1
2023-11-21 03:00:00,4 1
2023-11-21 03:00:00,23 1
2023-11-21 03:00:00,15 1
2023-11-21 03:00:00,27 1
2023-11-21 03:00:00,15 1
2023-11-21 03:00:00,15 1
2023-11-21 03:00:00,13 1
2023-11-21 03:00:00,14 1
2023-11-22 03:00:00,13 1
2023-11-22 03:00:00,13 1
2023-11-22 03:00:00,17 1
2023-11-22 03:00:00,5 1
2023-11-22 03:00:00,16 1
2023-11-22 03:00:00,15 1
2023-11-22 03:00:00,17 1
2023-11-22 03:00:00,15 1
2023-11-22 03:00:00,15 1
2023-11-22 03:00:00,15 1
2023-11-22 03:00:00,2 3
2023-11-22 03:00:00,13 1
2023-11-22 03:00:00,13 1
2023-11-22 03:00:00,5 1
2023-11-22 03:00:00,14 1
2023-11-23 03:00:00,2 3
2023-11-23 03:00:00,15 1
2023-11-23 03:00:00,17 1
2023-11-23 03:00:00,13 1
2023-11-23 03:00:00,13 1
2023-11-23 03:00:00,9 1
2023-11-23 03:00:00,13 1
2023-11-23 03:00:00,14 1
2023-11-24 03:00:00,2 3
2023-11-25 03:00:00,2 3
2023-11-25 03:00:00,16 1
2023-11-25 03:00:00,4 1
2023-11-25 03:00:00,5 1
2023-11-25 03:00:00,15 1
2023-11-26 03:00:00,2 3
2023-11-26 03:00:00,17 1
2023-11-26 03:00:00,4 1
2023-11-26 03:00:00,14 1
2023-11-26 03:00:00,17 1
2023-11-26 03:00:00,14 1
2023-11-26 03:00:00,9 1
2023-11-26 03:00:00,16 1
2023-11-26 03:00:00,14 1
2023-11-26 03:00:00,15 1
2023-11-26 03:00:00,27 1
2023-11-26 03:00:00,27 1
2023-11-26 03:00:00,15 1
2023-11-27 03:00:00,14 1
2023-11-27 03:00:00,2 3
2023-11-27 03:00:00,5 1
2023-11-27 03:00:00,17 1
2023-11-27 03:00:00,15 1
2023-11-27 03:00:00,15 1
2023-11-27 03:00:00,15 1
2023-11-27 03:00:00,23 1
2023-11-27 03:00:00,23 1
2023-11-27 03:00:00,27 1
2023-11-27 03:00:00,17 1
2023-11-27 03:00:00,12 1
2023-11-27 03:00:00,18 1
2023-11-28 03:00:00,2 3
2023-11-28 03:00:00,13 1
2023-11-28 03:00:00,17 1
2023-11-28 03:00:00,27 1
2023-11-28 03:00:00,16 1
2023-11-28 03:00:00,5 1
2023-11-28 03:00:00,5 1
2023-11-28 03:00:00,15 1
2023-11-29 03:00:00,2 3
2023-11-29 03:00:00,13 1
2023-11-29 03:00:00,14 1
2023-11-29 03:00:00,4 1
2023-11-29 03:00:00,4 1
2023-11-29 03:00:00,17 1
2023-11-29 03:00:00,15 1
2023-11-29 03:00:00,15 1
2023-11-29 03:00:00,15 1
2023-11-29 03:00:00,27 1
2023-11-29 03:00:00,15 1
2023-11-29 03:00:00,23 1
2023-11-29 03:00:00,27 1
2023-11-29 03:00:00,9 1
2023-11-29 03:00:00,12 1
2023-11-29 03:00:00,13 1
2023-11-30 03:00:00,2 3
2023-11-30 03:00:00,13 1
2023-11-30 03:00:00,15 1
2023-11-30 03:00:00,15 1
2023-11-30 03:00:00,16 1
2023-11-30 03:00:00,13 1
2023-11-30 03:00:00,14 1
2023-12-01 03:00:00,17 1
2023-12-01 03:00:00,2 3
2023-12-01 03:00:00,15 1
2023-12-01 03:00:00,13 1
2023-12-01 03:00:00,15 1
2023-12-01 03:00:00,15 1
2023-12-02 03:00:00,4 1
2023-12-02 03:00:00,16 1
2023-12-02 03:00:00,13 1
2023-12-02 03:00:00,17 1
2023-12-02 03:00:00,14 1
2023-12-02 03:00:00,2 3
2023-12-02 03:00:00,15 1
2023-12-02 03:00:00,15 1
2023-12-02 03:00:00,15 1
2023-12-02 03:00:00,15 1
2023-12-02 03:00:00,17 1
2023-12-02 03:00:00,13 1
2023-12-02 03:00:00,17 1
2023-12-02 03:00:00,15 1
2023-12-03 03:00:00,4 1
2023-12-03 03:00:00,27 1
2023-12-03 03:00:00,15 1
2023-12-03 03:00:00,27 1
2023-12-03 03:00:00,2 3
2023-12-03 03:00:00,15 1
2023-12-03 03:00:00,15 1
2023-12-03 03:00:00,17 1
2023-12-03 03:00:00,9 1
2023-12-03 03:00:00,14 1
2023-12-04 03:00:00,9 1
2023-12-04 03:00:00,16 1
2023-12-04 03:00:00,5 1
2023-12-04 03:00:00,2 3
2023-12-04 03:00:00,4 1
2023-12-04 03:00:00,13 1
2023-12-04 03:00:00,4 1
2023-12-05 03:00:00,14 1
2023-12-05 03:00:00,2 3
2023-12-05 03:00:00,17 1
2023-12-05 03:00:00,14 1
2023-12-05 03:00:00,23 1
2023-12-05 03:00:00,15 1
2023-12-05 03:00:00,15 1
2023-12-05 03:00:00,15 1
2023-12-05 03:00:00,27 1
2023-12-05 03:00:00,13 1
2023-12-05 03:00:00,13 1
2023-12-06 03:00:00,2 3
2023-12-06 03:00:00,17 1
2023-12-06 03:00:00,14 1
2023-12-06 03:00:00,17 1
2023-12-06 03:00:00,18 1
2023-12-06 03:00:00,4 1
2023-12-06 03:00:00,16 1
2023-12-06 03:00:00,14 1
2023-12-06 03:00:00,9 1
2023-12-06 03:00:00,13 1
2023-12-06 03:00:00,4 1
2023-12-06 03:00:00,15 1
2023-12-06 03:00:00,17 1
2023-12-06 03:00:00,27 1
2023-12-06 03:00:00,15 1
2023-12-06 03:00:00,15 1
2023-12-06 03:00:00,15 1
2023-12-06 03:00:00,15 1
2023-12-06 03:00:00,17 1
2023-12-07 03:00:00,2 3
2023-12-07 03:00:00,17 1
2023-12-07 03:00:00,13 1
2023-12-07 03:00:00,4 1
2023-12-07 03:00:00,9 1
2023-12-07 03:00:00,16 1
2023-12-07 03:00:00,16 1
2023-12-07 03:00:00,15 1
2023-12-07 03:00:00,17 1
2023-12-07 03:00:00,9 1
2023-12-07 03:00:00,27 1
2023-12-07 03:00:00,23 1
2023-12-07 03:00:00,15 1
2023-12-07 03:00:00,23 1
2023-12-07 03:00:00,23 1
2023-12-07 03:00:00,13 1
2023-12-07 03:00:00,13 1
2023-12-08 03:00:00,2 3
2023-12-08 03:00:00,13 1
2023-12-08 03:00:00,13 1
2023-12-08 03:00:00,15 1
2023-12-08 03:00:00,14 1
2023-12-08 03:00:00,27 1
2023-12-08 03:00:00,27 1
2023-12-08 03:00:00,27 1
2023-12-08 03:00:00,14 1
2023-12-08 03:00:00,5 1
2023-12-09 03:00:00,14 1
2023-12-09 03:00:00,14 1
2023-12-09 03:00:00,2 3
2023-12-09 03:00:00,27 1
2023-12-09 03:00:00,4 1
2023-12-09 03:00:00,17 1
2023-12-09 03:00:00,13 1
2023-12-09 03:00:00,15 1
2023-12-09 03:00:00,15 1
2023-12-09 03:00:00,14 1
2023-12-09 03:00:00,14 1
2023-12-09 03:00:00,14 1
2023-12-09 03:00:00,4 1
2023-12-09 03:00:00,13 1
2023-12-09 03:00:00,9 1
2023-12-09 03:00:00,15 1
2023-12-09 03:00:00,9 1
2023-12-09 03:00:00,17 1
2023-12-09 03:00:00,14 1
2023-12-10 03:00:00,2 3
2023-12-10 03:00:00,13 1
2023-12-10 03:00:00,13 1
2023-12-10 03:00:00,4 1
2023-12-10 03:00:00,9 1
2023-12-10 03:00:00,16 1
2023-12-10 03:00:00,15 1
2023-12-10 03:00:00,15 1
2023-12-10 03:00:00,15 1
2023-12-10 03:00:00,15 1
2023-12-10 03:00:00,15 1
2023-12-10 03:00:00,13 1
2023-12-10 03:00:00,17 1
2023-12-10 03:00:00,13 1
2023-12-10 03:00:00,4 1
2023-12-11 03:00:00,13 1
2023-12-11 03:00:00,17 1
2023-12-11 03:00:00,14 1
2023-12-11 03:00:00,14 1
2023-12-11 03:00:00,15 1
2023-12-11 03:00:00,15 1
2023-12-11 03:00:00,15 1
2023-12-11 03:00:00,15 1
2023-12-11 03:00:00,15 1
2023-12-11 03:00:00,2 3
2023-12-11 03:00:00,14 1
2023-12-11 03:00:00,13 1
2023-12-11 03:00:00,9 1
2023-12-11 03:00:00,14 1
2023-12-11 03:00:00,14 1
2023-12-11 03:00:00,9 1
2023-12-11 03:00:00,27 1
2023-12-11 03:00:00,14 1
2023-12-11 03:00:00,9 1
2023-12-11 03:00:00,17 1
2023-12-12 03:00:00,2 3
2023-12-12 03:00:00,14 1
2023-12-12 03:00:00,4 1
2023-12-12 03:00:00,17 1
2023-12-12 03:00:00,14 1
2023-12-12 03:00:00,4 1
2023-12-12 03:00:00,15 1
2023-12-12 03:00:00,17 1
2023-12-12 03:00:00,13 1
2023-12-12 03:00:00,4 1
2023-12-12 03:00:00,13 1
2023-12-12 03:00:00,13 1
2023-12-12 03:00:00,4 1
2023-12-13 03:00:00,15 1
2023-12-13 03:00:00,15 1
2023-12-13 03:00:00,2 3
2023-12-13 03:00:00,13 1
2023-12-13 03:00:00,5 1
2023-12-13 03:00:00,15 1
2023-12-13 03:00:00,9 1
2023-12-13 03:00:00,13 1
2023-12-13 03:00:00,27 1
2023-12-13 03:00:00,27 1
2023-12-13 03:00:00,15 1
2023-12-13 03:00:00,27 1
2023-12-13 03:00:00,15 1
2023-12-13 03:00:00,15 1
2023-12-13 03:00:00,4 1
2023-12-13 03:00:00,13 1
2023-12-14 03:00:00,23 1
2023-12-14 03:00:00,15 1
2023-12-14 03:00:00,2 3
2023-12-14 03:00:00,5 1
2023-12-14 03:00:00,9 1
2023-12-14 03:00:00,4 1
2023-12-14 03:00:00,4 1
2023-12-14 03:00:00,15 1
2023-12-14 03:00:00,27 1
2023-12-14 03:00:00,14 1
2023-12-14 03:00:00,15 1
2023-12-14 03:00:00,15 1
2023-12-14 03:00:00,13 1
2023-12-14 03:00:00,4 1
2023-12-14 03:00:00,17 1
2023-12-14 03:00:00,4 1
2023-12-15 03:00:00,2 3
2023-12-15 03:00:00,15 1
2023-12-15 03:00:00,23 1
2023-12-15 03:00:00,14 1
2023-12-15 03:00:00,5 1
2023-12-15 03:00:00,27 1
2023-12-15 03:00:00,27 1
2023-12-15 03:00:00,14 1
2023-12-15 03:00:00,17 1
2023-12-16 03:00:00,2 3
2023-12-16 03:00:00,4 1
2023-12-16 03:00:00,15 1
2023-12-16 03:00:00,15 1
2023-12-16 03:00:00,13 1
2023-12-16 03:00:00,14 1
2023-12-16 03:00:00,14 1
2023-12-16 03:00:00,14 1
