"Time","tlm_mb_solarpanel_1_current(mA)"
2023-08-15 03:00:00,2.4 mA
2023-08-15 03:00:00,2.7 mA
2023-08-15 03:00:00,115 mA
2023-08-15 03:00:00,8.1 mA
2023-08-15 03:00:00,13 mA
2023-08-15 03:00:00,507 mA
2023-08-15 03:00:00,2.9 mA
2023-08-15 03:00:00,17 mA
2023-08-15 03:00:00,5.6 mA
2023-08-15 03:00:00,6.8 mA
2023-08-15 03:00:00,93 mA
2023-08-15 03:00:00,343 mA
2023-08-15 03:00:00,123 mA
2023-08-15 03:00:00,185 mA
2023-08-15 03:00:00,17 mA
2023-08-15 03:00:00,306 mA
2023-08-15 03:00:00,53 mA
2023-08-15 03:00:00,38 mA
2023-08-15 03:00:00,32 mA
2023-08-15 03:00:00,34 mA
2023-08-15 03:00:00,18 mA
2023-08-15 03:00:00,44 mA
2023-08-15 03:00:00,488 mA
2023-08-15 03:00:00,93 mA
2023-08-15 03:00:00,125 mA
2023-08-15 03:00:00,437 mA
2023-08-15 03:00:00,423 mA
2023-08-15 03:00:00,288 mA
2023-08-15 03:00:00,508 mA
2023-08-15 03:00:00,179 mA
2023-08-15 03:00:00,189 mA
2023-08-15 03:00:00,114 mA
2023-08-15 03:00:00,212 mA
2023-08-15 03:00:00,336 mA
2023-08-15 03:00:00,18 mA
2023-08-15 03:00:00,342 mA
2023-08-15 03:00:00,15 mA
2023-08-15 03:00:00,295 mA
2023-08-15 03:00:00,20 mA
2023-08-15 03:00:00,108 mA
2023-08-15 03:00:00,186 mA
2023-08-15 03:00:00,145 mA
2023-08-16 03:00:00,2.2 mA
2023-08-16 03:00:00,2.4 mA
2023-08-16 03:00:00,14 mA
2023-08-16 03:00:00,19 mA
2023-08-16 03:00:00,372 mA
2023-08-16 03:00:00,495 mA
2023-08-16 03:00:00,2.9 mA
2023-08-16 03:00:00,553 mA
2023-08-16 03:00:00,11 mA
2023-08-16 03:00:00,14 mA
2023-08-16 03:00:00,8.5 mA
2023-08-16 03:00:00,13 mA
2023-08-16 03:00:00,48 mA
2023-08-16 03:00:00,22 mA
2023-08-16 03:00:00,14 mA
2023-08-16 03:00:00,6.6 mA
2023-08-16 03:00:00,547 mA
2023-08-16 03:00:00,11 mA
2023-08-16 03:00:00,9.0 mA
2023-08-16 03:00:00,5.9 mA
2023-08-16 03:00:00,5.1 mA
2023-08-16 03:00:00,15 mA
2023-08-16 03:00:00,130 mA
2023-08-16 03:00:00,643 mA
2023-08-16 03:00:00,498 mA
2023-08-16 03:00:00,478 mA
2023-08-16 03:00:00,473 mA
2023-08-16 03:00:00,471 mA
2023-08-16 03:00:00,217 mA
2023-08-16 03:00:00,327 mA
2023-08-16 03:00:00,123 mA
2023-08-16 03:00:00,53 mA
2023-08-16 03:00:00,364 mA
2023-08-16 03:00:00,496 mA
2023-08-16 03:00:00,535 mA
2023-08-16 03:00:00,276 mA
2023-08-16 03:00:00,382 mA
2023-08-16 03:00:00,510 mA
2023-08-16 03:00:00,795 mA
2023-08-16 03:00:00,485 mA
2023-08-16 03:00:00,304 mA
2023-08-17 03:00:00,2.4 mA
2023-08-17 03:00:00,2.7 mA
2023-08-17 03:00:00,588 mA
2023-08-17 03:00:00,43 mA
2023-08-17 03:00:00,24 mA
2023-08-17 03:00:00,2.9 mA
2023-08-17 03:00:00,3.2 mA
2023-08-17 03:00:00,244 mA
2023-08-17 03:00:00,464 mA
2023-08-17 03:00:00,30 mA
2023-08-17 03:00:00,5.4 mA
2023-08-17 03:00:00,75 mA
2023-08-17 03:00:00,21 mA
2023-08-17 03:00:00,174 mA
2023-08-17 03:00:00,17 mA
2023-08-17 03:00:00,9.3 mA
2023-08-17 03:00:00,29 mA
2023-08-17 03:00:00,16 mA
2023-08-17 03:00:00,33 mA
2023-08-17 03:00:00,383 mA
2023-08-17 03:00:00,15 mA
2023-08-17 03:00:00,26 mA
2023-08-17 03:00:00,25 mA
2023-08-17 03:00:00,5.6 mA
2023-08-17 03:00:00,36 mA
2023-08-17 03:00:00,5.9 mA
2023-08-17 03:00:00,520 mA
2023-08-17 03:00:00,24 mA
2023-08-17 03:00:00,10 mA
2023-08-17 03:00:00,359 mA
2023-08-17 03:00:00,21 mA
2023-08-17 03:00:00,12 mA
2023-08-17 03:00:00,511 mA
2023-08-17 03:00:00,665 mA
2023-08-17 03:00:00,20 mA
2023-08-17 03:00:00,13 mA
2023-08-17 03:00:00,162 mA
2023-08-17 03:00:00,70 mA
2023-08-17 03:00:00,395 mA
2023-08-17 03:00:00,22 mA
2023-08-17 03:00:00,10 mA
2023-08-18 03:00:00,2.4 mA
2023-08-18 03:00:00,63 mA
2023-08-18 03:00:00,21 mA
2023-08-18 03:00:00,516 mA
2023-08-18 03:00:00,485 mA
2023-08-18 03:00:00,482 mA
2023-08-18 03:00:00,315 mA
2023-08-18 03:00:00,2.9 mA
2023-08-18 03:00:00,398 mA
2023-08-18 03:00:00,11 mA
2023-08-18 03:00:00,23 mA
2023-08-18 03:00:00,41 mA
2023-08-18 03:00:00,115 mA
2023-08-18 03:00:00,21 mA
2023-08-18 03:00:00,373 mA
2023-08-18 03:00:00,137 mA
2023-08-18 03:00:00,16 mA
2023-08-18 03:00:00,23 mA
2023-08-18 03:00:00,14 mA
2023-08-18 03:00:00,13 mA
2023-08-18 03:00:00,6.1 mA
2023-08-18 03:00:00,9.8 mA
2023-08-18 03:00:00,34 mA
2023-08-18 03:00:00,22 mA
2023-08-18 03:00:00,511 mA
2023-08-18 03:00:00,709 mA
2023-08-18 03:00:00,83 mA
2023-08-18 03:00:00,612 mA
2023-08-18 03:00:00,8.3 mA
2023-08-18 03:00:00,99 mA
2023-08-18 03:00:00,436 mA
2023-08-18 03:00:00,643 mA
2023-08-18 03:00:00,193 mA
2023-08-18 03:00:00,33 mA
2023-08-19 03:00:00,2.4 mA
2023-08-19 03:00:00,2.7 mA
2023-08-19 03:00:00,19 mA
2023-08-19 03:00:00,558 mA
2023-08-19 03:00:00,567 mA
2023-08-19 03:00:00,218 mA
2023-08-19 03:00:00,2.9 mA
2023-08-19 03:00:00,80 mA
2023-08-19 03:00:00,12 mA
2023-08-19 03:00:00,41 mA
2023-08-19 03:00:00,10 mA
2023-08-19 03:00:00,157 mA
2023-08-19 03:00:00,6.1 mA
2023-08-19 03:00:00,5.1 mA
2023-08-19 03:00:00,15 mA
2023-08-19 03:00:00,13 mA
2023-08-19 03:00:00,16 mA
2023-08-19 03:00:00,8.3 mA
2023-08-19 03:00:00,29 mA
2023-08-19 03:00:00,26 mA
2023-08-19 03:00:00,118 mA
2023-08-19 03:00:00,82 mA
2023-08-19 03:00:00,12 mA
2023-08-20 03:00:00,2.4 mA
2023-08-20 03:00:00,12 mA
2023-08-20 03:00:00,16 mA
2023-08-20 03:00:00,34 mA
2023-08-20 03:00:00,3.2 mA
2023-08-20 03:00:00,520 mA
2023-08-20 03:00:00,539 mA
2023-08-20 03:00:00,2.9 mA
2023-08-20 03:00:00,7.1 mA
2023-08-20 03:00:00,14 mA
2023-08-20 03:00:00,14 mA
2023-08-20 03:00:00,311 mA
2023-08-20 03:00:00,5.9 mA
2023-08-20 03:00:00,15 mA
2023-08-20 03:00:00,12 mA
2023-08-20 03:00:00,8.5 mA
2023-08-20 03:00:00,37 mA
2023-08-20 03:00:00,15 mA
2023-08-20 03:00:00,29 mA
2023-08-20 03:00:00,12 mA
2023-08-20 03:00:00,224 mA
2023-08-20 03:00:00,488 mA
2023-08-20 03:00:00,98 mA
2023-08-20 03:00:00,448 mA
2023-08-20 03:00:00,389 mA
2023-08-20 03:00:00,135 mA
2023-08-20 03:00:00,146 mA
2023-08-20 03:00:00,169 mA
2023-08-20 03:00:00,73 mA
2023-08-20 03:00:00,24 mA
2023-08-20 03:00:00,101 mA
2023-08-21 03:00:00,6.6 mA
2023-08-21 03:00:00,2.2 mA
2023-08-21 03:00:00,2.4 mA
2023-08-21 03:00:00,2.9 mA
2023-08-21 03:00:00,3.2 mA
2023-08-21 03:00:00,605 mA
2023-08-21 03:00:00,187 mA
2023-08-21 03:00:00,6.8 mA
2023-08-21 03:00:00,83 mA
2023-08-21 03:00:00,13 mA
2023-08-21 03:00:00,5.6 mA
2023-08-21 03:00:00,25 mA
2023-08-21 03:00:00,250 mA
2023-08-21 03:00:00,28 mA
2023-08-21 03:00:00,321 mA
2023-08-21 03:00:00,338 mA
2023-08-21 03:00:00,12 mA
2023-08-21 03:00:00,283 mA
2023-08-21 03:00:00,11 mA
2023-08-21 03:00:00,9.8 mA
2023-08-21 03:00:00,57 mA
2023-08-21 03:00:00,6.1 mA
2023-08-21 03:00:00,7.3 mA
2023-08-21 03:00:00,473 mA
2023-08-21 03:00:00,664 mA
2023-08-21 03:00:00,46 mA
2023-08-21 03:00:00,106 mA
2023-08-21 03:00:00,755 mA
2023-08-21 03:00:00,451 mA
2023-08-21 03:00:00,151 mA
2023-08-21 03:00:00,305 mA
2023-08-21 03:00:00,109 mA
2023-08-21 03:00:00,5.4 mA
2023-08-21 03:00:00,4.9 mA
2023-08-21 03:00:00,31 mA
2023-08-21 03:00:00,13 mA
2023-08-21 03:00:00,15 mA
2023-08-21 03:00:00,178 mA
2023-08-22 03:00:00,2.7 mA
2023-08-22 03:00:00,23 mA
2023-08-22 03:00:00,2.4 mA
2023-08-22 03:00:00,2.9 mA
2023-08-22 03:00:00,31 mA
2023-08-22 03:00:00,27 mA
2023-08-22 03:00:00,83 mA
2023-08-22 03:00:00,44 mA
2023-08-22 03:00:00,42 mA
2023-08-22 03:00:00,25 mA
2023-08-22 03:00:00,17 mA
2023-08-22 03:00:00,126 mA
2023-08-22 03:00:00,385 mA
2023-08-22 03:00:00,12 mA
2023-08-22 03:00:00,21 mA
2023-08-22 03:00:00,6.1 mA
2023-08-22 03:00:00,14 mA
2023-08-22 03:00:00,11 mA
2023-08-22 03:00:00,20 mA
2023-08-22 03:00:00,47 mA
2023-08-22 03:00:00,16 mA
2023-08-22 03:00:00,100 mA
2023-08-22 03:00:00,12 mA
2023-08-22 03:00:00,256 mA
2023-08-22 03:00:00,133 mA
2023-08-22 03:00:00,113 mA
2023-08-22 03:00:00,22 mA
2023-08-22 03:00:00,549 mA
2023-08-22 03:00:00,138 mA
2023-08-22 03:00:00,68 mA
2023-08-22 03:00:00,715 mA
2023-08-22 03:00:00,70 mA
2023-08-22 03:00:00,104 mA
2023-08-22 03:00:00,643 mA
2023-08-22 03:00:00,78 mA
2023-08-22 03:00:00,475 mA
2023-08-22 03:00:00,39 mA
2023-08-22 03:00:00,192 mA
2023-08-22 03:00:00,9.5 mA
2023-08-22 03:00:00,443 mA
2023-08-23 03:00:00,23 mA
2023-08-23 03:00:00,2.4 mA
2023-08-23 03:00:00,714 mA
2023-08-23 03:00:00,526 mA
2023-08-23 03:00:00,2.9 mA
2023-08-23 03:00:00,7.1 mA
2023-08-23 03:00:00,387 mA
2023-08-23 03:00:00,386 mA
2023-08-23 03:00:00,19 mA
2023-08-23 03:00:00,5.6 mA
2023-08-23 03:00:00,28 mA
2023-08-23 03:00:00,8.5 mA
2023-08-23 03:00:00,16 mA
2023-08-23 03:00:00,113 mA
2023-08-23 03:00:00,88 mA
2023-08-23 03:00:00,9.3 mA
2023-08-23 03:00:00,7.8 mA
2023-08-23 03:00:00,42 mA
2023-08-23 03:00:00,162 mA
2023-08-23 03:00:00,462 mA
2023-08-23 03:00:00,421 mA
2023-08-23 03:00:00,17 mA
2023-08-23 03:00:00,517 mA
2023-08-23 03:00:00,399 mA
2023-08-23 03:00:00,471 mA
2023-08-23 03:00:00,159 mA
2023-08-23 03:00:00,171 mA
2023-08-23 03:00:00,499 mA
2023-08-23 03:00:00,350 mA
2023-08-23 03:00:00,176 mA
2023-08-23 03:00:00,507 mA
2023-08-23 03:00:00,516 mA
2023-08-23 03:00:00,333 mA
2023-08-23 03:00:00,295 mA
2023-08-23 03:00:00,70 mA
2023-08-23 03:00:00,391 mA
2023-08-23 03:00:00,228 mA
2023-08-23 03:00:00,267 mA
2023-08-23 03:00:00,2.7 mA
2023-08-24 03:00:00,6.6 mA
2023-08-24 03:00:00,7.6 mA
2023-08-24 03:00:00,7.1 mA
2023-08-24 03:00:00,3.2 mA
2023-08-24 03:00:00,668 mA
2023-08-24 03:00:00,677 mA
2023-08-24 03:00:00,2.9 mA
2023-08-24 03:00:00,5.6 mA
2023-08-24 03:00:00,93 mA
2023-08-24 03:00:00,78 mA
2023-08-24 03:00:00,46 mA
2023-08-24 03:00:00,449 mA
2023-08-24 03:00:00,20 mA
2023-08-24 03:00:00,5.9 mA
2023-08-24 03:00:00,80 mA
2023-08-24 03:00:00,8.5 mA
2023-08-24 03:00:00,246 mA
2023-08-24 03:00:00,24 mA
2023-08-24 03:00:00,7.8 mA
2023-08-24 03:00:00,48 mA
2023-08-24 03:00:00,2.4 mA
2023-08-24 03:00:00,36 mA
2023-08-24 03:00:00,81 mA
2023-08-24 03:00:00,24 mA
2023-08-24 03:00:00,29 mA
2023-08-24 03:00:00,191 mA
2023-08-25 03:00:00,365 mA
2023-08-25 03:00:00,313 mA
2023-08-25 03:00:00,13 mA
2023-08-25 03:00:00,8.3 mA
2023-08-25 03:00:00,77 mA
2023-08-25 03:00:00,11 mA
2023-08-25 03:00:00,2.9 mA
2023-08-25 03:00:00,3.2 mA
2023-08-25 03:00:00,545 mA
2023-08-25 03:00:00,2.7 mA
2023-08-25 03:00:00,2.4 mA
2023-08-25 03:00:00,30 mA
2023-08-25 03:00:00,6.1 mA
2023-08-25 03:00:00,346 mA
2023-08-25 03:00:00,105 mA
2023-08-25 03:00:00,521 mA
2023-08-25 03:00:00,20 mA
2023-08-25 03:00:00,7.1 mA
2023-08-25 03:00:00,9.0 mA
2023-08-25 03:00:00,157 mA
2023-08-25 03:00:00,187 mA
2023-08-25 03:00:00,60 mA
2023-08-25 03:00:00,25 mA
2023-08-25 03:00:00,9.8 mA
2023-08-26 03:00:00,100 mA
2023-08-26 03:00:00,324 mA
2023-08-26 03:00:00,2.4 mA
2023-08-26 03:00:00,3.2 mA
2023-08-26 03:00:00,5.4 mA
2023-08-26 03:00:00,307 mA
2023-08-26 03:00:00,232 mA
2023-08-26 03:00:00,141 mA
2023-08-26 03:00:00,88 mA
2023-08-26 03:00:00,472 mA
2023-08-27 03:00:00,47 mA
2023-08-27 03:00:00,24 mA
2023-08-27 03:00:00,26 mA
2023-08-27 03:00:00,42 mA
2023-08-27 03:00:00,29 mA
2023-08-27 03:00:00,5.1 mA
2023-08-27 03:00:00,3.2 mA
2023-08-27 03:00:00,622 mA
2023-08-27 03:00:00,2.9 mA
2023-08-27 03:00:00,35 mA
2023-08-27 03:00:00,2.4 mA
2023-08-27 03:00:00,12 mA
2023-08-27 03:00:00,20 mA
2023-08-27 03:00:00,9.0 mA
2023-08-27 03:00:00,10 mA
2023-08-27 03:00:00,24 mA
2023-08-27 03:00:00,362 mA
2023-08-27 03:00:00,180 mA
2023-08-27 03:00:00,165 mA
2023-08-27 03:00:00,485 mA
2023-08-27 03:00:00,261 mA
2023-08-27 03:00:00,11 mA
2023-08-27 03:00:00,191 mA
2023-08-27 03:00:00,40 mA
2023-08-27 03:00:00,27 mA
2023-08-27 03:00:00,8.5 mA
2023-08-27 03:00:00,171 mA
2023-08-28 03:00:00,40 mA
2023-08-28 03:00:00,5.4 mA
2023-08-28 03:00:00,13 mA
2023-08-28 03:00:00,3.2 mA
2023-08-28 03:00:00,674 mA
2023-08-28 03:00:00,106 mA
2023-08-28 03:00:00,14 mA
2023-08-28 03:00:00,13 mA
2023-08-28 03:00:00,2.4 mA
2023-08-28 03:00:00,9.5 mA
2023-08-28 03:00:00,12 mA
2023-08-28 03:00:00,11 mA
2023-08-28 03:00:00,48 mA
2023-08-28 03:00:00,7.3 mA
2023-08-28 03:00:00,2.7 mA
2023-08-28 03:00:00,7.6 mA
2023-08-28 03:00:00,153 mA
2023-08-28 03:00:00,526 mA
2023-08-28 03:00:00,474 mA
2023-08-28 03:00:00,605 mA
2023-08-28 03:00:00,284 mA
2023-08-28 03:00:00,15 mA
2023-08-28 03:00:00,25 mA
2023-08-28 03:00:00,165 mA
2023-08-28 03:00:00,110 mA
2023-08-28 03:00:00,641 mA
2023-08-29 03:00:00,6.6 mA
2023-08-29 03:00:00,45 mA
2023-08-29 03:00:00,2.4 mA
2023-08-29 03:00:00,3.2 mA
2023-08-29 03:00:00,555 mA
2023-08-29 03:00:00,173 mA
2023-08-29 03:00:00,5.6 mA
2023-08-29 03:00:00,52 mA
2023-08-29 03:00:00,205 mA
2023-08-29 03:00:00,7.6 mA
2023-08-29 03:00:00,269 mA
2023-08-29 03:00:00,19 mA
2023-08-29 03:00:00,20 mA
2023-08-29 03:00:00,3.4 mA
2023-08-29 03:00:00,6.8 mA
2023-08-29 03:00:00,112 mA
2023-08-29 03:00:00,127 mA
2023-08-29 03:00:00,8.1 mA
2023-08-29 03:00:00,225 mA
2023-08-29 03:00:00,275 mA
2023-08-29 03:00:00,81 mA
2023-08-29 03:00:00,17 mA
2023-08-29 03:00:00,295 mA
2023-08-29 03:00:00,268 mA
2023-08-29 03:00:00,115 mA
2023-08-29 03:00:00,166 mA
2023-08-29 03:00:00,2.7 mA
2023-08-30 03:00:00,21 mA
2023-08-30 03:00:00,22 mA
2023-08-30 03:00:00,8.3 mA
2023-08-30 03:00:00,15 mA
2023-08-30 03:00:00,37 mA
2023-08-30 03:00:00,2.4 mA
2023-08-30 03:00:00,519 mA
2023-08-30 03:00:00,566 mA
2023-08-30 03:00:00,250 mA
2023-08-30 03:00:00,18 mA
2023-08-30 03:00:00,20 mA
2023-08-30 03:00:00,7.3 mA
2023-08-30 03:00:00,7.6 mA
2023-08-30 03:00:00,5.4 mA
2023-08-30 03:00:00,9.3 mA
2023-08-30 03:00:00,19 mA
2023-08-31 03:00:00,47 mA
2023-08-31 03:00:00,110 mA
2023-08-31 03:00:00,2.4 mA
2023-08-31 03:00:00,458 mA
2023-08-31 03:00:00,5.9 mA
2023-08-31 03:00:00,381 mA
2023-08-31 03:00:00,2.7 mA
2023-08-31 03:00:00,6.6 mA
2023-08-31 03:00:00,21 mA
2023-08-31 03:00:00,20 mA
2023-08-31 03:00:00,41 mA
2023-08-31 03:00:00,127 mA
2023-08-31 03:00:00,30 mA
2023-08-31 03:00:00,245 mA
2023-08-31 03:00:00,117 mA
2023-08-31 03:00:00,29 mA
2023-08-31 03:00:00,18 mA
2023-08-31 03:00:00,8.8 mA
2023-09-01 03:00:00,20 mA
2023-09-01 03:00:00,281 mA
2023-09-01 03:00:00,290 mA
2023-09-01 03:00:00,8.3 mA
2023-09-01 03:00:00,2.7 mA
2023-09-01 03:00:00,2.4 mA
2023-09-01 03:00:00,22 mA
2023-09-01 03:00:00,6.3 mA
2023-09-01 03:00:00,14 mA
2023-09-01 03:00:00,11 mA
2023-09-01 03:00:00,13 mA
2023-09-01 03:00:00,56 mA
2023-09-01 03:00:00,7.6 mA
2023-09-01 03:00:00,39 mA
2023-09-01 03:00:00,282 mA
2023-09-01 03:00:00,343 mA
2023-09-01 03:00:00,299 mA
2023-09-01 03:00:00,556 mA
2023-09-01 03:00:00,308 mA
2023-09-01 03:00:00,102 mA
2023-09-01 03:00:00,317 mA
2023-09-01 03:00:00,270 mA
2023-09-01 03:00:00,277 mA
2023-09-02 03:00:00,19 mA
2023-09-02 03:00:00,385 mA
2023-09-02 03:00:00,10 mA
2023-09-02 03:00:00,13 mA
2023-09-02 03:00:00,377 mA
2023-09-02 03:00:00,5.6 mA
2023-09-02 03:00:00,241 mA
2023-09-02 03:00:00,36 mA
2023-09-02 03:00:00,33 mA
2023-09-02 03:00:00,2.4 mA
2023-09-02 03:00:00,2.7 mA
2023-09-02 03:00:00,3.4 mA
2023-09-02 03:00:00,529 mA
2023-09-02 03:00:00,2.9 mA
2023-09-02 03:00:00,3.2 mA
2023-09-02 03:00:00,49 mA
2023-09-02 03:00:00,26 mA
2023-09-02 03:00:00,45 mA
2023-09-02 03:00:00,11 mA
2023-09-02 03:00:00,57 mA
2023-09-02 03:00:00,12 mA
2023-09-02 03:00:00,78 mA
2023-09-02 03:00:00,8.5 mA
2023-09-02 03:00:00,327 mA
2023-09-02 03:00:00,459 mA
2023-09-02 03:00:00,451 mA
2023-09-02 03:00:00,6.3 mA
2023-09-03 03:00:00,407 mA
2023-09-03 03:00:00,44 mA
2023-09-03 03:00:00,14 mA
2023-09-03 03:00:00,6.1 mA
2023-09-03 03:00:00,367 mA
2023-09-03 03:00:00,6.6 mA
2023-09-03 03:00:00,285 mA
2023-09-03 03:00:00,2.7 mA
2023-09-03 03:00:00,429 mA
2023-09-03 03:00:00,3.2 mA
2023-09-03 03:00:00,5.9 mA
2023-09-03 03:00:00,15 mA
2023-09-03 03:00:00,11 mA
2023-09-03 03:00:00,30 mA
2023-09-03 03:00:00,27 mA
2023-09-03 03:00:00,5.4 mA
2023-09-03 03:00:00,26 mA
2023-09-03 03:00:00,33 mA
2023-09-03 03:00:00,19 mA
2023-09-03 03:00:00,54 mA
2023-09-03 03:00:00,533 mA
2023-09-03 03:00:00,517 mA
2023-09-03 03:00:00,129 mA
2023-09-03 03:00:00,21 mA
2023-09-03 03:00:00,18 mA
2023-09-03 03:00:00,14 mA
2023-09-03 03:00:00,252 mA
2023-09-04 03:00:00,19 mA
2023-09-04 03:00:00,2.4 mA
2023-09-04 03:00:00,2.7 mA
2023-09-04 03:00:00,161 mA
2023-09-04 03:00:00,692 mA
2023-09-04 03:00:00,123 mA
2023-09-04 03:00:00,117 mA
2023-09-04 03:00:00,37 mA
2023-09-04 03:00:00,27 mA
2023-09-04 03:00:00,15 mA
2023-09-04 03:00:00,5.9 mA
2023-09-04 03:00:00,7.3 mA
2023-09-04 03:00:00,68 mA
2023-09-04 03:00:00,48 mA
2023-09-04 03:00:00,44 mA
2023-09-04 03:00:00,73 mA
2023-09-04 03:00:00,16 mA
2023-09-04 03:00:00,531 mA
2023-09-04 03:00:00,722 mA
2023-09-04 03:00:00,106 mA
2023-09-05 03:00:00,2.7 mA
2023-09-05 03:00:00,2.9 mA
2023-09-05 03:00:00,85 mA
2023-09-05 03:00:00,27 mA
2023-09-05 03:00:00,285 mA
2023-09-05 03:00:00,11 mA
2023-09-05 03:00:00,232 mA
2023-09-05 03:00:00,205 mA
2023-09-05 03:00:00,382 mA
2023-09-05 03:00:00,213 mA
2023-09-05 03:00:00,6.1 mA
2023-09-05 03:00:00,549 mA
2023-09-05 03:00:00,492 mA
2023-09-05 03:00:00,82 mA
2023-09-06 03:00:00,31 mA
2023-09-06 03:00:00,82 mA
2023-09-06 03:00:00,2.9 mA
2023-09-06 03:00:00,533 mA
2023-09-06 03:00:00,128 mA
2023-09-06 03:00:00,208 mA
2023-09-06 03:00:00,34 mA
2023-09-06 03:00:00,321 mA
2023-09-06 03:00:00,2.7 mA
2023-09-06 03:00:00,128 mA
2023-09-06 03:00:00,18 mA
2023-09-06 03:00:00,279 mA
2023-09-06 03:00:00,68 mA
2023-09-07 03:00:00,298 mA
2023-09-07 03:00:00,12 mA
2023-09-07 03:00:00,390 mA
2023-09-07 03:00:00,344 mA
2023-09-07 03:00:00,117 mA
2023-09-07 03:00:00,222 mA
2023-09-07 03:00:00,2.9 mA
2023-09-07 03:00:00,3.4 mA
2023-09-07 03:00:00,547 mA
2023-09-07 03:00:00,326 mA
2023-09-07 03:00:00,561 mA
2023-09-07 03:00:00,163 mA
2023-09-07 03:00:00,120 mA
2023-09-07 03:00:00,169 mA
2023-09-07 03:00:00,254 mA
2023-09-07 03:00:00,337 mA
2023-09-07 03:00:00,26 mA
2023-09-07 03:00:00,2.7 mA
2023-09-07 03:00:00,42 mA
2023-09-07 03:00:00,11 mA
2023-09-07 03:00:00,6.6 mA
2023-09-07 03:00:00,11 mA
2023-09-07 03:00:00,10 mA
2023-09-07 03:00:00,513 mA
2023-09-07 03:00:00,16 mA
2023-09-07 03:00:00,632 mA
2023-09-08 03:00:00,136 mA
2023-09-08 03:00:00,2.9 mA
2023-09-08 03:00:00,675 mA
2023-09-08 03:00:00,448 mA
2023-09-08 03:00:00,360 mA
2023-09-08 03:00:00,22 mA
2023-09-08 03:00:00,17 mA
2023-09-08 03:00:00,2.7 mA
2023-09-08 03:00:00,429 mA
2023-09-08 03:00:00,124 mA
2023-09-08 03:00:00,176 mA
2023-09-08 03:00:00,501 mA
2023-09-08 03:00:00,14 mA
2023-09-08 03:00:00,599 mA
2023-09-08 03:00:00,560 mA
2023-09-08 03:00:00,98 mA
2023-09-09 03:00:00,2.7 mA
2023-09-09 03:00:00,2.9 mA
2023-09-09 03:00:00,625 mA
2023-09-09 03:00:00,525 mA
2023-09-09 03:00:00,589 mA
2023-09-09 03:00:00,303 mA
2023-09-09 03:00:00,362 mA
2023-09-09 03:00:00,121 mA
2023-09-09 03:00:00,24 mA
2023-09-09 03:00:00,62 mA
2023-09-09 03:00:00,384 mA
2023-09-09 03:00:00,7.1 mA
2023-09-09 03:00:00,190 mA
2023-09-09 03:00:00,165 mA
2023-09-09 03:00:00,38 mA
2023-09-09 03:00:00,305 mA
2023-09-09 03:00:00,316 mA
2023-09-09 03:00:00,31 mA
2023-09-09 03:00:00,520 mA
2023-09-09 03:00:00,494 mA
2023-09-09 03:00:00,660 mA
2023-09-09 03:00:00,242 mA
2023-09-09 03:00:00,75 mA
2023-09-09 03:00:00,163 mA
2023-09-09 03:00:00,13 mA
2023-09-09 03:00:00,27 mA
2023-09-09 03:00:00,68 mA
2023-09-10 03:00:00,376 mA
2023-09-10 03:00:00,144 mA
2023-09-10 03:00:00,147 mA
2023-09-10 03:00:00,41 mA
2023-09-10 03:00:00,68 mA
2023-09-10 03:00:00,2.7 mA
2023-09-10 03:00:00,2.9 mA
2023-09-10 03:00:00,124 mA
2023-09-10 03:00:00,493 mA
2023-09-10 03:00:00,603 mA
2023-09-10 03:00:00,18 mA
2023-09-10 03:00:00,23 mA
2023-09-10 03:00:00,10 mA
2023-09-10 03:00:00,557 mA
2023-09-10 03:00:00,676 mA
2023-09-10 03:00:00,451 mA
2023-09-10 03:00:00,110 mA
2023-09-10 03:00:00,212 mA
2023-09-10 03:00:00,346 mA
2023-09-10 03:00:00,6.1 mA
2023-09-10 03:00:00,245 mA
2023-09-10 03:00:00,36 mA
2023-09-10 03:00:00,5.9 mA
2023-09-10 03:00:00,223 mA
2023-09-10 03:00:00,45 mA
2023-09-10 03:00:00,11 mA
2023-09-10 03:00:00,123 mA
2023-09-10 03:00:00,70 mA
2023-09-10 03:00:00,28 mA
2023-09-10 03:00:00,606 mA
2023-09-10 03:00:00,383 mA
2023-09-10 03:00:00,362 mA
2023-09-10 03:00:00,79 mA
2023-09-11 03:00:00,496 mA
2023-09-11 03:00:00,12 mA
2023-09-11 03:00:00,26 mA
2023-09-11 03:00:00,11 mA
2023-09-11 03:00:00,2.7 mA
2023-09-11 03:00:00,2.9 mA
2023-09-11 03:00:00,490 mA
2023-09-11 03:00:00,223 mA
2023-09-11 03:00:00,650 mA
2023-09-11 03:00:00,571 mA
2023-09-11 03:00:00,122 mA
2023-09-11 03:00:00,260 mA
2023-09-11 03:00:00,21 mA
2023-09-11 03:00:00,16 mA
2023-09-11 03:00:00,29 mA
2023-09-11 03:00:00,331 mA
2023-09-11 03:00:00,571 mA
2023-09-11 03:00:00,50 mA
2023-09-11 03:00:00,38 mA
2023-09-11 03:00:00,127 mA
2023-09-11 03:00:00,131 mA
2023-09-11 03:00:00,20 mA
2023-09-11 03:00:00,448 mA
2023-09-11 03:00:00,155 mA
2023-09-11 03:00:00,57 mA
2023-09-11 03:00:00,113 mA
2023-09-11 03:00:00,226 mA
2023-09-11 03:00:00,209 mA
2023-09-11 03:00:00,54 mA
